20251112	23:48:42	358707bf-b1a3-4572-8831-0e3f92196e1d	POST	/auth	undefined
20251112	23:48:50	e7be8782-50d9-436e-af5a-9bd846a66cc9	POST	/auth	undefined
20251210	06:08:17	10226907-26e1-4a19-8499-5603086f47e7	POST	/auth	undefined
20251210	06:08:26	cd05f938-7838-467e-aa6e-e86399c7902d	POST	/auth	undefined
20251210	06:09:30	19126a94-6ff7-4559-99eb-e152851bd908	POST	/register	undefined
20251210	06:09:36	c5fc4b16-82e1-4650-b897-5d19c011210c	POST	/auth	undefined
20251210	06:09:50	e199edb9-f266-4cbd-a319-5fce84703273	GET	/employees	undefined
20251210	06:10:00	a45b5458-7fd0-4ce9-8d28-b94818636541	GET	/employees	undefined
20251210	06:10:06	dead4aca-4f72-4d82-a682-eccb43fc18c8	GET	/employees	undefined
20251210	06:11:40	2a07d235-0910-4eef-92f4-9d0ed79f2f58	GET	/employees	undefined
20251210	06:13:48	ce8742af-41ef-473b-a421-14b598d69b6c	POST	/employees	undefined
20251210	06:14:00	e138242e-e0bd-4cf1-bca1-9ae6be611df5	POST	/employees	undefined
20251210	06:14:05	3f972fae-24ed-4370-9f34-71fd6aec8708	POST	/employees	undefined
20251210	06:16:47	57013fd2-7b25-4b92-93ed-72d795dd9534	POST	/employees	undefined
20251210	06:16:52	112bbb87-662d-442b-af50-74990aec72e5	POST	/employees	undefined
20251210	06:52:26	f7fb8b60-f5c7-43d2-8f9d-0e90fff09548	POST	/auth	undefined
20251210	06:52:31	62aabfd2-5d63-4a0a-95f9-45616fc568c3	POST	/auth	undefined
20251210	06:52:40	4503130c-65a9-4c99-8e0c-ea0f3744d120	POST	/auth	undefined
20251210	06:54:48	592215b2-a774-4a2b-b3ec-bb82a828e3c6	POST	/auth	undefined
20251210	06:55:18	6b75d6c7-f32f-4b45-ad0c-a8559de6c33e	GET	/refresh	undefined
20251210	06:55:22	280cc017-78d8-4309-8b82-6b83641cbcf4	GET	/refresh	undefined
20251210	07:36:49	6dbd8af1-f8ef-43fa-b0b8-d7475869f181	POST	/auth	undefined
20251210	07:37:01	f3c00004-da5b-4fa5-8cde-b6a90dbceeec	GET	/logout	undefined
20251210	07:37:56	0090f008-82a3-4ce9-8fc0-15f96b29d19f	GET	/logout	undefined
20251210	07:38:05	d836f8a5-f0ed-4129-8afa-44a425acb270	GET	/refresh	undefined
20251229	14:37:08	8eafb5fd-9afb-46bf-9d5d-ea6e5a341c2d	POST	/auth	undefined
20251229	14:37:38	ac80de72-50c5-41f6-b87c-6f09f5572de1	POST	/employees	undefined
20251229	14:38:44	55ad4876-0c34-485a-8584-c15e9c5d016f	POST	/employees	undefined
20251229	14:39:38	dcd8b5e8-6f41-4648-8722-dd380195654c	POST	/auth	undefined
20251229	14:40:24	cd178264-5c38-4ab6-b8d2-6edcd326671c	POST	/auth	undefined
20251229	14:41:24	c5b93596-c94b-4aac-8cf0-c5c8e13fe324	POST	/auth	undefined
20251229	14:43:39	86c251d3-61ca-4937-ae10-fed292a5d997	POST	/register	undefined
20251229	14:44:31	acac5f80-9d7c-4d04-a164-5f25aa50f660	POST	/auth	undefined
20251229	14:44:45	6986c26a-32b0-4f0b-b033-ead037ace095	POST	/employees	undefined
20251229	14:50:19	ce4f71b1-083c-4e1b-bf21-a0f020c4ba3e	POST	/employees	undefined
20251229	14:51:43	d75a8d7f-4d20-4adf-b5f0-cdd21312d9f4	POST	/auth	undefined
20251229	14:51:56	1167e496-4536-43d6-9387-e4ba10130f9e	POST	/employees	undefined
20251229	14:52:45	ec09111b-f6a8-4554-8116-dae0b473ebcc	POST	/employees	undefined
20251229	14:54:19	282d3ee7-6a82-4f17-86a7-a03e890c1ad6	POST	/employees	undefined
20251229	14:54:29	3022334b-a101-40dc-9f4e-19ba69a8707f	POST	/auth	undefined
20251229	14:54:42	35a3c163-45b9-4172-afb2-6421533cc4d4	POST	/employees	undefined
20251229	14:56:30	257d5080-9cc7-40f5-b802-91255c9d935b	POST	/employees	undefined
20251229	14:56:34	2e063aff-fc0a-4b34-82ae-371cd3a1b552	POST	/auth	undefined
20251229	14:56:44	368c0a36-28e9-479e-b9c6-83f61687e796	POST	/employees	undefined
20251229	14:57:03	68554118-d764-49bd-936f-5b4cc3709fcc	POST	/employees	undefined
20251229	14:58:15	527f1269-7f00-4b94-9d4f-fea82f99c424	POST	/employees	undefined
20251229	14:59:34	16557e98-8ae3-4f4a-817a-e35a7616b494	POST	/employees	undefined
20251229	14:59:50	15c00c1a-d63a-4b12-b97a-81fcd5255eea	POST	/auth	undefined
20251229	15:00:04	c997006a-823d-4505-aa98-1a7a7dc95153	POST	/employees	undefined
20251229	15:00:17	279ee0dd-c0d7-4fcf-85e6-fe414c5400fe	POST	/employees	undefined
20251229	15:01:47	d0be4a14-aa96-4fc3-9460-1fcfff169cd8	POST	/employees	undefined
20251229	15:01:57	407a1e3f-43cc-43c3-b59a-3c38b886c117	POST	/employees	undefined
20251229	15:02:32	3d8e549a-6540-4e02-b0de-f574c3b24e26	POST	/auth	undefined
20251229	15:02:58	2187a7fa-1071-4173-addd-3586255527e9	POST	/employees	undefined
20251229	15:04:16	5d7f25bd-ea96-40e4-9cd3-192856f5cf8f	POST	/employees	undefined
20251229	15:04:25	08a29def-a985-43f6-9d74-688a734f52c6	POST	/employees	undefined
20251230	05:51:14	5d507f6f-0ff6-4e74-aab0-c404530a0619	POST	/register	undefined
20251230	05:52:27	f07c1d96-b9e5-40a5-b38a-28fb9f88fe0d	POST	/register	undefined
20251230	05:53:04	178ddd94-51d4-47c6-86b0-cad35c309693	POST	/register	undefined
20251230	05:59:17	9eb379bb-c942-4bd0-93e1-5f42cb3bd14d	POST	/register	undefined
20251230	05:59:26	62061eac-5c28-4fab-8efb-8fb09663cf9f	POST	/register	undefined
20251230	06:08:57	8715ad08-5dbd-4c53-80c0-af92869302dd	POST	/register	undefined
20251230	06:10:35	b0551062-4a07-491d-9bcf-0ab436100238	POST	/register	undefined
20251230	06:12:32	9c72227a-0ce6-4a3e-bfd6-874588591de1	POST	/register	undefined
20251230	06:18:21	3690798b-5d06-46da-a57f-bb3911c9b630	POST	/register	undefined
20251230	07:22:50	ffb61023-b92d-449a-a33a-57d114956557	POST	/auth	undefined
20251230	07:23:52	25926646-2297-4a98-b22b-438265b64604	POST	/auth	undefined
20251230	07:52:52	e4d6fb01-cebc-4800-a6bc-a84944c5f26b	POST	/auth	undefined
20251230	07:53:10	e6e1c253-936e-4f1c-876e-e2b774c738fd	POST	/employees	undefined
20251230	07:54:07	516f170d-49fb-4709-8605-2230480142d7	GET	/employees/695376d6a0e82a4141dc81b2	undefined
20251230	07:54:41	19347d56-6ae9-4cb2-976d-285ee8b03330	PUT	/employees	undefined
20251230	07:54:54	e5ff6021-2b7f-4c42-8915-71db34911dfd	PUT	/employees/695376d6a0e82a4141dc81b2	undefined
20251230	08:01:12	043b2a94-b1e2-459c-8aac-55cf423cc855	PUT	/employees/695376d6a0e82a4141dc81b2	undefined
20251230	08:02:14	87ab8a82-cb2f-49da-9546-6189c545567f	POST	/employees	undefined
20251230	08:02:33	b5b53907-c5db-4af9-b223-b2a1c3f053d8	GET	/employees/695378f67522e631418c309d	undefined
20251230	08:03:01	4386271b-9303-4078-9fad-fef0832cf732	DELETE	/employees/695378f67522e631418c309d	undefined
20251230	08:04:59	9296ccb8-4bf0-4128-9769-03e392a8ea2a	POST	/auth	undefined
20251230	08:05:22	4fac3086-9d38-4e57-8bd6-36b1241fa684	DELETE	/employees/695378f67522e631418c309d	undefined
20251230	08:50:25	8797009b-928e-44fa-bbd8-bb9bfa3cdb58	POST	/auth	undefined
20251230	08:51:58	16376ccf-12cd-45fd-a138-091f36914bd5	POST	/employees	undefined
20251230	08:53:09	7573f0e6-2af3-4645-824a-557df6a77ec1	PUT	/employees/6953849e6864f051c392d7c1	undefined
20251230	08:53:39	a3b3aae1-374b-45f6-ae39-e7f44110d44a	GET	/employees	undefined
20251230	09:01:00	40491288-0f90-432a-8747-53757c6ebf7d	GET	/users	undefined
20251230	09:01:06	2bf7536a-c3cf-4542-b091-6fcabcc4012e	POST	/auth	undefined
20251230	09:01:23	8e172a18-58c2-4d7f-8199-fcc883b08c57	GET	/users	undefined
20251230	09:01:37	049521b5-f8b2-4321-93bd-8df3a5538af9	GET	/users/6953609ef56d97d38f8f9e1e	undefined
20251230	09:01:46	0c149268-88f6-431b-957e-466aa9c055c9	GET	/users	undefined
20251231	07:58:26	79ccde4b-5fef-48f5-a8e7-015610ce0ccc	POST	/auth	undefined
20251231	07:59:11	769c0c43-1475-47c5-8b78-81419579fae9	POST	/auth	undefined
20251231	08:04:56	abeeac7d-2120-4cae-bc4d-e00d37c5449b	POST	/upload	undefined
20251231	08:12:11	e017cac0-b0e4-4dfc-be27-9c3daa92ace8	POST	/upload	undefined
20251231	08:18:56	74e3d91b-e72b-40c5-8f66-a0599c93d373	POST	/upload	undefined
20251231	08:29:48	0d187257-30ad-44e5-9a9f-ababa79b686c	POST	/upload	undefined
20251231	08:30:08	1aa9d5ae-fb4e-42ae-9bda-3f051c8436cf	POST	/auth	undefined
20251231	08:30:30	1c23270c-9ab7-4c73-889a-1dd315dd98ef	POST	/upload	undefined
20251231	08:53:13	70e2df9c-78a5-4b99-9df7-c64411eb6494	POST	/upload	undefined
20251231	08:55:08	c17a3699-aafb-4e78-a867-5399fc9bee48	POST	/upload	undefined
20251231	09:05:32	1f11d882-a095-48ee-8875-3fbfa2daeea8	POST	/upload	undefined
20251231	09:05:45	101b596d-8ede-47fc-a6ec-846511f55d69	POST	/auth	undefined
20251231	09:05:58	31c34381-0a9e-497a-b692-8988a3cdb665	POST	/upload	undefined
20251231	09:07:03	ca6de5d9-c9b2-4365-8b50-f973b0057351	POST	/upload	undefined
20260102	09:33:22	d4dbe056-2e15-4b59-ac2d-f025595c143c	POST	/auth	undefined
20260102	09:33:55	37bb23fe-2bf2-42ab-b642-79d5b7ea2443	POST	/upload	undefined
20260102	18:48:45	fe628e11-fce0-448f-9238-87d20ede38f5	POST	/auth	undefined
20260102	18:49:47	9c0ef2fe-5032-4758-9711-accb9137213d	POST	/upload	undefined
20260102	18:51:19	ebf05b8d-2fe0-4c02-89b1-f82b23e56d09	POST	/upload	undefined
20260102	18:57:00	1246ae80-318a-43e0-89c9-36bdb86f811e	POST	/upload	undefined
20260102	19:03:52	743c1792-304b-4a7d-bf5a-96f3baa515fd	POST	/upload	undefined
20260102	19:05:06	423825b4-8ff5-4174-a590-d8adde2a4eb5	POST	/upload	undefined
20260102	19:06:13	c39e1f57-f4eb-4233-a999-713e3603b6be	POST	/upload	undefined
20260102	19:07:45	21579929-1355-460f-9f8e-21e7fc094eac	POST	/upload	undefined
20260102	19:55:15	a767166d-588d-45d5-b97c-b9c9ab7c3630	POST	/auth	undefined
20260102	19:55:49	4f4e3346-a15c-4ff7-8b03-db233ef27374	POST	/upload	undefined
20260102	20:07:01	222057fc-e10c-461a-b961-deb55e118d02	POST	/upload	undefined
20260102	20:30:10	121e4efd-9d40-4842-b796-63b8f2134d34	POST	/upload	undefined
20260102	20:30:16	62639549-b101-4b5c-ad50-a3fa3579c80d	POST	/auth	undefined
20260102	20:30:33	ff96d6b4-5135-41fc-9792-fd2da978e07a	POST	/upload	undefined
20260102	20:31:12	bcab6478-1d2c-421c-92d3-e5049bebb6f3	POST	/upload	undefined
20260105	05:10:59	13aa91dd-7f71-48c8-86c1-b7f80c1e8480	POST	/auth	undefined
20260105	05:15:28	e21fc19d-6a94-455f-a337-9e9134388c37	POST	/upload	undefined
20260105	06:49:49	212d425f-e510-41dd-8cf4-65770f61821f	POST	/auth	undefined
20260105	06:50:31	e6529044-5a25-4a0a-bff5-586f6a56da0b	POST	/upload	undefined
20260105	07:00:23	9143f069-8e71-42b2-97de-8abaed6a79dc	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:00:39	8b80d6c0-539a-479e-8e40-d8a5f86cf5c9	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:03:25	cbd81a3d-e2d4-4998-a0b5-6055e229bc48	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:04:10	a4447d59-98e5-4da0-9a12-25249f263690	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:04:19	a6e6e621-967a-4411-9757-5124fdd23b50	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:05:58	4ef0d162-fb4d-4fd3-beeb-3140b047ab9c	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:06:54	31479fd7-5f2a-40b1-8c59-551fa2efc573	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:11:09	91004343-88de-49be-97f5-84aa2df59314	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:12:23	ea0ab8b7-56fc-4830-92e7-77c1ca4b8640	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:13:40	dc7c0947-62a7-4a8f-b685-f7aea5a86b7d	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:13:49	61c0d74e-a719-4c5a-be1b-f07954096129	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:14:23	1d047ea4-8091-4e1c-908f-6cd9288c4427	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:14:38	5a43e1eb-f3a8-41ff-b1e6-076d2acd70ec	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:14:44	28933af4-751d-43e8-b304-bc6e50a6fefd	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:14:54	b6f469bd-3dd5-407b-a7b2-6914c7792153	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:15:07	55409db7-62ca-4e05-9970-5bb36fb81770	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	07:18:51	ab86c60a-3df5-4625-9b48-69a59f7af5a5	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:20:34	5475c144-e9ff-4e8f-8eb6-e2d81981a0c7	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:20:49	a1deabfb-dec6-40bd-89be-f3a70b57d604	POST	/auth	undefined
20260105	07:21:02	a83537d5-143f-446a-83f1-22f45c3dba24	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:26:07	df2cfa21-8e08-4e24-97db-25f793833c02	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:26:38	d9ec9a07-28af-455c-8580-eb85a2099894	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:28:46	5b50496f-c900-47b0-a321-18d587048333	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:31:24	07f4a976-8ba5-47db-9fc3-1ff297ec0f44	GET	/assets/6953609ef56d97d38f8f9e1	undefined
20260105	07:31:30	fe8fde25-3468-4022-ac09-4874757be4ce	GET	/assets/6953609ef56d97d38f8f9e1e	undefined
20260105	15:44:36	85f63248-0922-4677-afa1-fe2e32775693	POST	/auth	undefined
20260105	15:44:57	97cb1d12-b9de-487f-b61f-394513eae672	POST	/upload	undefined
20260105	15:53:09	38410e27-49d7-4b20-af4e-d920cb257abe	PATCH	/assets/nodejs-projects/oywgkfkwzvxwk0geiozx/transform	undefined
20260105	15:53:46	2f7b600e-ad9b-42e4-bf85-b75c84ef1bfc	PATCH	/assets/nodejs-projects/oywgkfkwzvxwk0geiozx/transform	undefined
20260105	15:58:36	f8e8e6fc-9d2c-4273-ac3f-2cea85918027	POST	/upload	undefined
20260105	15:59:50	dc4a25a9-2796-46a6-9477-08d063d58779	PATCH	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:00:59	7ebdd1a1-3a6c-4aee-9eea-1d50667c2f9a	PATCH	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:01:50	a30971d8-865a-442b-8a1b-14f4073f1821	PATCH	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:02:29	27d5022d-ff7c-4924-a19d-99d3d8cc4bcc	PATCH	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:05:29	2763d651-4cca-40ba-aa4f-0ba2b009147c	PATCH	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:06:38	f8bbf1a0-dde1-4516-865b-c3fc95304913	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:07:25	3de8e74d-fc4d-4068-b203-137460a708db	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:09:00	8702ef79-12ea-4751-b8fd-ac8a57e6a8eb	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:09:51	5dfe8acc-1281-4da1-820f-b770e2da0bc5	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:21:46	c8c59e9f-00d7-45e5-95c2-dac4749c200e	POST	/auth	undefined
20260105	16:22:21	31815b21-138a-41f1-b4fd-42da491b9f64	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:22:58	0d048630-ecbf-4b73-9ce0-a4db47547b84	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:23:59	7b94859f-e279-4e37-b13e-fb6805fc2290	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:25:31	6fc87285-194b-42bc-9308-9226482ce761	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:26:41	e8f0de7b-4859-43c9-bf05-b130ca4d7893	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:27:38	4c6a4797-c2f4-409a-b516-0f91c3c339bd	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:55:51	fb2c603c-4856-4ef9-a4cc-4864313b0ba5	POST	/auth	undefined
20260105	16:56:12	5c2978c7-af04-418f-bc33-a9ca756099a1	PUT	/assets/ajvbfbgiqu8rduuapgli/transform	undefined
20260105	16:56:56	0b4d4b14-c705-436d-9c43-2d1a95d92488	POST	/upload	undefined
20260105	17:50:20	13c65566-8d6f-45a9-b85f-54b939be017c	POST	/auth	undefined
20260105	17:51:30	a3a00516-5299-49c6-9f6f-e5a00c64d97c	POST	/upload	undefined
20260105	17:52:38	4fdf2669-044b-4230-bc83-142b52fd827e	PUT	/assets/transform?publicId=nodejs-projects/t4kl7fnr6grrqpsvefs3	undefined
20260105	17:56:02	2efb18fb-d232-480d-8686-8d4c016f6cce	PUT	/assets/transform?publicId=nodejs-projects/t4kl7fnr6grrqpsvefs3	undefined
20260105	18:01:51	11b3932b-5a25-4cab-af4c-f593d9569e4f	PUT	/assets/transform?publicId=nodejs-projects/t4kl7fnr6grrqpsvefs3	undefined
20260105	18:02:46	3b70a567-ece8-42eb-9e41-30c7544e46bd	PUT	/assets/transform?publicId=nodejs-projects/t4kl7fnr6grrqpsvefs3	undefined
20260105	18:03:16	21a3e538-e54e-41bf-998a-546e81ce94e8	PUT	/assets/transform?publicId=nodejs-projects/t4kl7fnr6grrqpsvefs3	undefined
20260105	18:12:41	e742f2f6-7c5e-498b-9d31-f8ddb2539342	PUT	/assets/transform?publicId=nodejs-projects/t4kl7fnr6grrqpsvefs3	undefined
20260105	18:27:47	11f758af-93ce-4b14-9a2e-c30736a99670	POST	/upload	undefined
20260105	18:28:00	d7bef12b-e07b-432c-84ef-09e2a0987a48	POST	/auth	undefined
20260105	18:28:32	09ca04ac-9213-47d4-a067-84aee1bd5cdc	POST	/upload	undefined
20260105	18:32:16	17bf07f5-b9a5-4094-ad7b-8a8d97499e3e	PUT	/assets/transform?publicId=nodejs-projects/czjp2iqwntrjhmr9bcg1	undefined
20260105	18:32:42	743130c0-2124-4d85-a503-09fd91d657ab	PUT	/assets/transform?publicId=nodejs-projects/czjp2iqwntrjhmr9bcg1	undefined
20260105	19:03:26	2be7d597-c067-4b6f-a154-eb88bf85735f	POST	/auth	undefined
20260105	19:05:28	f86b1c1a-5c33-4d4c-8710-c15678123c77	POST	/upload	undefined
20260105	19:07:51	9617ecde-4ec3-4c1b-b025-4b9624eaaa3f	PUT	/assets/transform?publicId=nodejs-projects/czjp2iqwntrjhmr9bcg1	undefined
20260105	19:07:59	b1db5d0c-eea2-428c-8f9f-710b53b5b4b6	PUT	/assets/transform?publicId=nodejs-projects/ju0drwdv82n3wa6opdpz	undefined
20260105	19:09:07	e686bf96-ae1c-40de-b1e4-78f2983f4174	PUT	/assets/transform?publicId=nodejs-projects/ju0drwdv82n3wa6opdpz	undefined
20260105	19:14:01	0e0833ae-3676-403c-be5f-27e9f48dfe5a	PUT	/assets/transform?publicId=nodejs-projects/ju0drwdv82n3wa6opdpz	undefined
20260107	07:15:48	b6fd36cb-822d-41fd-b352-8c5b9a678703	GET	/	undefined
20260107	07:15:48	9ad338cc-2d46-425a-9e88-bfcefd7d55cf	GET	/css/style.css	undefined
20260107	07:15:49	db09b031-3902-4521-937a-0c9606420d5d	GET	/favicon.ico	undefined
20260107	07:16:05	bc0a9b4a-33b0-4de2-947d-1896d31b7abf	GET	/index	undefined
20260107	07:16:05	173fbd84-0306-43b1-8d90-5ba6ae3378bc	GET	/css/style.css	undefined
20260107	07:16:30	0776733e-cfe3-4052-955c-870d425399d1	GET	/new-page	undefined
20260107	07:16:31	fd3f44f0-d219-489a-8daf-edbc8373c9eb	GET	/css/style.css	undefined
20260107	07:16:31	b225fdec-55e1-4527-91c9-dd01150e470f	GET	/img/img.JPG	undefined
20260107	07:17:20	96ac1810-d4c6-48f6-ba0a-f46a77296ad5	GET	/users	undefined
20260107	07:18:00	b97d5a24-542d-40f8-ac4a-f38bff36ce67	POST	/auth	undefined
20260107	07:18:23	6055d27f-79f3-47c7-bff5-6eccc4b97323	POST	/auth/login	undefined
20260107	07:19:00	8910993e-6b86-40bf-a7ef-3b340c4ac284	GET	/users	undefined
20260107	07:19:27	95e1b819-b0d0-4ca8-9f79-34fd9c9c7144	GET	/employees	undefined
20260107	07:19:47	860636d7-9bce-4473-a6a4-6c663de98f32	GET	/assets	undefined
20260107	07:21:10	b1288e46-5d05-435f-ba24-106eb48afafe	GET	/assets	undefined
20260107	07:25:00	73bdb7de-a82d-41cb-81db-320d8efba56b	POST	/auth/register	undefined
20260107	07:26:22	8c7b1a9f-b661-49e6-ae63-3fe9d328249e	POST	/auth/register	undefined
20260107	07:26:44	1f61ab28-8c6e-4866-b98c-ff3d3ac1fb7d	POST	/auth/register	undefined
20260109	06:57:13	5eb23fbb-bd9b-419d-a02a-c9894366ef3b	POST	/auth/login	undefined
20260109	06:57:43	bbd0ef40-a71a-40fa-81f8-4bf03fb600ab	GET	/users	undefined
20260109	06:59:00	3c1f0b01-d346-4b8b-a821-b5c6ffe76312	GET	/users	undefined
20260109	06:59:28	e4952b6f-e49d-49e0-8e5f-21a784d6a3e9	GET	/users	undefined
20260109	07:01:23	323f3082-a5d2-4e3e-b08a-1ea1e027723d	GET	/users	undefined
20260109	07:01:54	2661c046-244b-4de1-97a0-89101a2032a8	GET	/users	undefined
20260109	07:02:33	39671ee3-ee6b-44f7-8389-387e05b90d10	GET	/users	undefined
20260109	07:03:13	2a884ce6-9f1d-43b9-bacf-9f4737b8fd3f	GET	/users	undefined
20260205	01:39:48	d6298bab-6ea2-410c-b99f-ccc58a26804f	GET	/signup	undefined
20260205	01:39:48	86a651aa-25f3-42ae-94b3-d726f726412b	GET	/css/index.css	undefined
20260205	01:39:49	affa757b-38e0-4ef7-90ed-a2a2a6e6f251	GET	/css/auth.css	undefined
